Symbol,Name,Last,MarketCap,Sector,Industry
NYMTN,"New York Mortgage Trust, Inc.",25.21,1.3613E8,Consumer Services,Real Estate Investment Trusts
NYMTO,"New York Mortgage Trust, Inc.",25.15,9.054E7,Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",25.1105,7.533E7,Consumer Services,Real Estate Investment Trusts
NYMX,Nymox Pharmaceutical Corporation,2.35,1.6443E8,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OAS,Oasis Petroleum Inc.,3.21,1.03E9,Energy,Oil & Gas Production
OBAS,Optibase Ltd.,10.69,5.576E7,Finance,Real Estate
OBCI,"Ocean Bio-Chem, Inc.",3.48,3.286E7,Consumer Durables,Specialty Chemicals
OBLN,"Obalon Therapeutics, Inc.",1.88,1.447E7,Health Care,Medical/Dental Instruments
OBNK,"Origin Bancorp, Inc.",37.16,8.7258E8,Finance,Major Banks
OBSV,ObsEva SA,3.71,1.625E8,Health Care,Major Pharmaceuticals
OCC,Optical Cable Corporation,3.2887,2.453E7,Basic Industries,Telecommunications Equipment
OCFC,OceanFirst Financial Corp.,25.22,1.27E9,Finance,Savings Institutions
OCGN,"Ocugen, Inc.",0.5107,2.688E7,Health Care,Industrial Specialties
OCUL,"Ocular Therapeutix, Inc.",3.95,1.8991E8,Health Care,Major Pharmaceuticals
ODFL,"Old Dominion Freight Line, Inc.",192.03,1.533E10,Transportation,Trucking Freight/Courier Services
ODP,"Office Depot, Inc.",2.62,1.43E9,Consumer Services,Other Specialty Stores
ODT,"Odonate Therapeutics, Inc.",32.18,1.03E9,Health Care,Major Pharmaceuticals
OESX,"Orion Energy Systems, Inc.",3.32,1.0037E8,Consumer Durables,Building Products
OFED,Oconee Federal Financial Corp.,27.0,1.5442E8,Finance,Savings Institutions
OFIX,Orthofix Medical Inc. ,46.36,8.834E8,Health Care,Medical/Dental Instruments
OFLX,"Omega Flex, Inc.",108.0,1.09E9,Capital Goods,Industrial Specialties
OGI,Organigram Holdings Inc.,2.33,3.639E8,Health Care,Major Pharmaceuticals
OIIM,O2Micro International Limited,1.73,4.556E7,Technology,Semiconductors
OKTA,"Okta, Inc.",117.31,1.422E10,Technology,Computer Software: Prepackaged Software
OLED,Universal Display Corporation,212.89,1.003E10,Capital Goods,Electrical Products
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",62.51,3.98E9,Consumer Services,Department/Specialty Retail Stores
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,60.73,2.97E9,Transportation,Aerospace
OMCL,"Omnicell, Inc.",81.59,3.42E9,Technology,Computer Manufacturing
OMER,Omeros Corporation,13.615,6.7732E8,Health Care,Major Pharmaceuticals
OMEX,"Odyssey Marine Exploration, Inc.",3.3,3.128E7,Consumer Services,Marine Transportation
OMP,Oasis Midstream Partners LP,16.43,5.5526E8,Energy,Oil & Gas Production
ON,ON Semiconductor Corporation,25.06,1.029E10,Technology,Semiconductors
ONB,Old National Bancorp,18.33,3.12E9,Finance,Major Banks
ONCS,OncoSec Medical Incorporated,1.88,2.014E7,Health Care,Major Pharmaceuticals
ONCT,"Oncternal Therapeutics, Inc. ",4.09,6.293E7,Health Care,Major Pharmaceuticals
ONCY,Oncolytics Biotech Inc.,3.95,9.879E7,Health Care,Major Pharmaceuticals
ONTX,"Onconova Therapeutics, Inc.",0.4169,3.615E7,Health Care,Major Pharmaceuticals
ONVO,"Organovo Holdings, Inc.",0.3801,4.96E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OPBK,OP Bancorp,10.23,1.6064E8,Finance,Major Banks
OPES,Opes Acquisition Corp.,10.53,1.2962E8,Finance,Business Services
OPGN,"OpGen, Inc.",1.1565,6460000.0,Health Care,Medical Specialities
OPHC,"OptimumBank Holdings, Inc.",2.9871,5760000.0,Finance,Major Banks
OPI,Office Properties Income Trust,31.32,1.51E9,Finance,Real Estate
OPK,"Opko Health, Inc.",1.49,9.9175E8,Health Care,Major Pharmaceuticals
OPNT,"Opiant Pharmaceuticals, Inc.",14.42,5.904E7,Basic Industries,Precious Metals
OPOF,Old Point Financial Corporation,27.5,1.4298E8,Finance,Major Banks
OPRT,Oportun Financial Corporation,23.63,6.3804E8,Finance,Finance: Consumer Services
OPRX,OptimizeRx Corporation,9.97,1.4131E8,Miscellaneous,Business Services
OPTN,"OptiNose, Inc.",8.47,3.9359E8,Health Care,Major Pharmaceuticals
OPTT,"Ocean Power Technologies, Inc.",0.8801,6650000.0,Public Utilities,Electric Utilities: Central
ORBC,ORBCOMM Inc.,4.09,3.2019E8,Consumer Services,Telecommunications Equipment
ORGO,Organogenesis Holdings Inc. ,4.78,4.9589E8,Health Care,Major Pharmaceuticals
ORGS,Orgenesis Inc.,4.5,7.272E7,Health Care,Major Pharmaceuticals
ORLY,"O&#39;Reilly Automotive, Inc.",437.52,3.31E10,Consumer Services,Other Specialty Stores
ORMP,Oramed Pharmaceuticals Inc.,4.94,8.595E7,Health Care,Major Pharmaceuticals
ORRF,Orrstown Financial Services Inc,22.15,2.4786E8,Finance,Major Banks
ORSN,Orisun Acquisition Corp.,9.95,5.754E7,Finance,Business Services
ORTX,Orchard Therapeutics plc,13.58,1.31E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSBC,"Old Second Bancorp, Inc.",13.49,4.0339E8,Finance,Major Banks
OSIS,"OSI Systems, Inc.",102.17,1.88E9,Technology,Semiconductors
OSMT,Osmotica Pharmaceuticals plc,6.975,3.6201E8,Health Care,Major Pharmaceuticals
OSN,"Ossen Innovation Co., Ltd.",3.0,1.979E7,Basic Industries,Steel/Iron Ore
OSPN,OneSpan Inc.,17.5,7.0352E8,Technology,EDP Services
OSS,"One Stop Systems, Inc.",2.165,3.486E7,Technology,Computer Manufacturing
OSTK,"Overstock.com, Inc.",7.04,2.7296E8,Consumer Services,Catalog/Specialty Distribution
OSUR,"OraSure Technologies, Inc.",7.89,4.8702E8,Health Care,Medical/Dental Instruments
OSW,OneSpaWorld Holdings Limited,16.77,1.02E9,Consumer Services,Hotels/Resorts
OTEL,Otelco Inc.,9.22,3.145E7,Public Utilities,Telecommunications Equipment
OTEX,Open Text Corporation,44.42,1.202E10,Technology,EDP Services
OTIC,"Otonomy, Inc.",3.99,1.2269E8,Health Care,Major Pharmaceuticals
OTLK,"Outlook Therapeutics, Inc.",0.875,2.632E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OTTR,Otter Tail Corporation,51.69,2.06E9,Public Utilities,Electric Utilities: Central
OTTW,"Ottawa Bancorp, Inc.",13.91,4.414E7,Finance,Savings Institutions
OVBC,Ohio Valley Banc Corp.,39.77,1.9002E8,Finance,Major Banks
OVID,Ovid Therapeutics Inc.,4.1,1.9605E8,Health Care,Major Pharmaceuticals
OVLY,Oak Valley Bancorp (CA),19.3,1.5847E8,Finance,Major Banks
OXBR,Oxbridge Re Holdings Limited,0.8001,4590000.0,Finance,Property-Casualty Insurers
OXFD,Oxford Immunotec Global PLC,17.05,4.5091E8,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OYST,"Oyster Point Pharma, Inc.",23.65,5.0522E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OZK,Bank OZK,30.8,3.97E9,Finance,Major Banks
PAAC,Proficient Alpha Acquisition Corp.,10.06,1.4554E8,Finance,Business Services
PAAS,Pan American Silver Corp.,23.48,4.92E9,Basic Industries,Precious Metals
PACB,"Pacific Biosciences of California, Inc.",5.16,7.8965E8,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PACQ,Pure Acquisition Corp.,10.355,4.9866E8,Finance,Business Services
PACW,PacWest Bancorp,38.24,4.58E9,Finance,Major Banks
PAHC,Phibro Animal Health Corporation,25.3,1.02E9,Health Care,Major Pharmaceuticals
PANL,Pangaea Logistics Solutions Ltd.,2.93,1.3024000000000001E8,Transportation,Marine Transportation
PATI,"Patriot Transportation Holding, Inc.",19.49,6.531999999999999E7,Transportation,Trucking Freight/Courier Services
PATK,"Patrick Industries, Inc.",52.87,1.26E9,Basic Industries,Forest Products
PAVM,PAVmed Inc.,1.2,4.574E7,Health Care,Medical/Dental Instruments
PAYS,"Paysign, Inc.",9.87,4.7301E8,Miscellaneous,Business Services
PAYX,"Paychex, Inc.",85.11,3.046E10,Consumer Services,Diversified Commercial Services
PBBI,"PB Bancorp, Inc.",15.15,1.1283E8,Finance,Savings Institutions
PBCT,"People&#39;s United Financial, Inc.",16.76,7.33E9,Finance,Savings Institutions
PBCTP,"People&#39;s United Financial, Inc.",28.67,2.867E8,Finance,Savings Institutions
PBFS,"Pioneer Bancorp, Inc.",15.24,3.959E8,Finance,Banks
PBHC,"Pathfinder Bancorp, Inc.",14.01,6.595999999999999E7,Finance,Major Banks
PBIP,"Prudential Bancorp, Inc.",18.42,1.6374E8,Finance,Banks
PBPB,Potbelly Corporation,4.24,1.001E8,Consumer Services,Restaurants
PBTS,"Powerbridge Technologies Co., Ltd.",2.71,2.417E7,Technology,EDP Services
PBYI,Puma Biotechnology Inc,8.43,3.2844E8,Health Care,Major Pharmaceuticals
PCAR,PACCAR Inc.,79.51,2.75E10,Capital Goods,Auto Manufacturing
PCB,PCB Bancorp,17.13,2.6878E8,Finance,Major Banks
PCH,PotlatchDeltic Corporation,42.05,2.83E9,Consumer Services,Real Estate Investment Trusts
PCOM,"Points International, Ltd.",14.43,1.9512E8,Miscellaneous,Business Services
PCRX,"Pacira BioSciences, Inc.",45.58,1.9E9,Health Care,Major Pharmaceuticals
PCSB,PCSB Financial Corporation,20.21,3.5803E8,Finance,Banks
PCTI,"PC-Tel, Inc.",8.9,1.6538E8,Technology,Radio And Television Broadcasting And Communications Equipment
PCTY,Paylocity Holding Corporation,126.78,6.78E9,Technology,Computer Software: Prepackaged Software
PCYG,"Park City Group, Inc.",5.25,1.0364E8,Technology,EDP Services
PCYO,Pure Cycle Corporation,12.66,3.0164E8,Public Utilities,Water Supply
PDCE,"PDC Energy, Inc.",26.36,1.62E9,Energy,Oil & Gas Production
PDCO,"Patterson Companies, Inc.",20.43,1.96E9,Health Care,Medical Specialities
PDD,Pinduoduo Inc.,41.23,4.792E10,Miscellaneous,Business Services
PDEX,"Pro-Dex, Inc.",17.59,6.861E7,Health Care,Medical/Dental Instruments
PDFS,"PDF Solutions, Inc.",17.03,5.5092E8,Technology,Computer Software: Prepackaged Software
PDLB,PDL Community Bancorp,14.7,2.5838E8,Finance,Savings Institutions
PDLI,"PDL BioPharma, Inc.",3.21,3.6653E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PDSB,PDS Biotechnology Corporation,2.575,1.488E7,Health Care,Major Pharmaceuticals
PEBK,"Peoples Bancorp of North Carolina, Inc.",32.45,1.9185E8,Finance,Major Banks
PEBO,Peoples Bancorp Inc.,34.66,7.1713E8,Finance,Major Banks
PECK,"The Peck Company Holdings, Inc.",2.51,1.395E7,Public Utilities,Natural Gas Distribution
PEGA,Pegasystems Inc.,81.58,6.47E9,Technology,EDP Services
PEGI,Pattern Energy Group Inc.,26.72,2.63E9,Public Utilities,Electric Utilities: Central
PEIX,"Pacific Ethanol, Inc.",0.8134,4.049E7,Basic Industries,Major Chemicals
PENN,"Penn National Gaming, Inc.",26.14,3.03E9,Consumer Services,Hotels/Resorts
PEP,"Pepsico, Inc.",135.82,1.8939E11,Consumer Non-Durables,Beverages (Production/Distribution)
PERI,Perion Network Ltd,6.5,1.705E8,Technology,EDP Services
PESI,"Perma-Fix Environmental Services, Inc.",9.35,1.1298E8,Basic Industries,Environmental Services
PETQ,"PetIQ, Inc.",24.82,7.0172E8,Health Care,Other Pharmaceuticals
PETS,"PetMed Express, Inc.",23.32,4.7048E8,Health Care,Medical/Nursing Services
PETZ,"TDH Holdings, Inc.",1.315,1.646E7,Consumer Non-Durables,Packaged Foods
PFBI,"Premier Financial Bancorp, Inc.",18.05,2.6443E8,Finance,Major Banks
PFG,Principal Financial Group Inc,55.73,1.547E10,Finance,Accident &Health Insurance
PFIE,"Profire Energy, Inc.",1.48,7.015E7,Energy,Metal Fabrications
PFIN,"P & F Industries, Inc.",7.085,2.227E7,Technology,Industrial Machinery/Components
PFIS,Peoples Financial Services Corp. ,50.1,3.7016E8,Finance,Major Banks
PFMT,Performant Financial Corporation,1.12,6.015E7,Consumer Services,Other Consumer Services
PFPT,"Proofpoint, Inc.",117.23,6.62E9,Technology,EDP Services
PFSW,"PFSweb, Inc.",3.8,7.384E7,Miscellaneous,Business Services
PGC,Peapack-Gladstone Financial Corporation,30.79,5.864E8,Finance,Commercial Banks
PGNX,Progenics Pharmaceuticals Inc.,5.04,4.3557E8,Health Care,Major Pharmaceuticals
PGNY,"Progyny, Inc.",25.96,2.18E9,Health Care,Misc Health and Biotechnology Services
PGTI,"PGT Innovations, Inc.",14.65,8.5563E8,Capital Goods,Building Products
PHAS,"PhaseBio Pharmaceuticals, Inc.",5.71,1.6426E8,Health Care,Major Pharmaceuticals
PHAT,"Phathom Pharmaceuticals, Inc.",29.9,7.3334E8,Health Care,Major Pharmaceuticals
PHCF,"PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.",2.1,2.417E7,Finance,Investment Managers
PHIO,Phio Pharmaceuticals Corp.,0.1899,6990000.0,Health Care,Major Pharmaceuticals
PHUN,"Phunware, Inc.",1.24,4.851E7,Technology,EDP Services
PI,"Impinj, Inc.",26.5,5.864E8,Capital Goods,Industrial Machinery/Components
PICO,PICO Holdings Inc.,10.97,2.1823E8,Finance,Real Estate
PIH,"1347 Property Insurance Holdings, Inc.",5.52,3.367E7,Finance,Property-Casualty Insurers
PIHPP,"1347 Property Insurance Holdings, Inc.",26.59,1.861E7,Finance,Property-Casualty Insurers
PINC,"Premier, Inc.",36.43,2.42E9,Consumer Services,Other Consumer Services
PIRS,"Pieris Pharmaceuticals, Inc.",3.42,1.8802E8,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PIXY,"ShiftPixy, Inc.",8.1434,7450000.0,Technology,Diversified Commercial Services
PKBK,"Parke Bancorp, Inc.",24.88,2.6798000000000003E8,Finance,Major Banks
PKOH,Park-Ohio Holdings Corp.,33.64,4.2027E8,Capital Goods,Industrial Specialties
PLAB,"Photronics, Inc.",15.58,1.05E9,Technology,Semiconductors
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",40.68,1.24E9,Consumer Services,Restaurants
PLBC,Plumas Bancorp,26.07,1.3451E8,Finance,Finance Companies
PLCE,"Children&#39;s Place, Inc. (The)",62.22,9.3733E8,Consumer Services,Clothing/Shoe/Accessory Stores
PLIN,"China Xiangtai Food Co., Ltd.",3.95,8.727E7,Consumer Non-Durables,Meat/Poultry/Fish
PLMR,"Palomar Holdings, Inc.",48.43,1.14E9,Finance,Property-Casualty Insurers
PLPC,Preformed Line Products Company,60.35,3.0226E8,Basic Industries,Water Supply
PLSE,"Pulse Biosciences, Inc",14.66,3.0475E8,Health Care,Medical/Dental Instruments
PLUG,"Plug Power, Inc.",3.24,9.4547E8,Energy,Industrial Machinery/Components
PLUS,ePlus inc.,85.27,1.15E9,Technology,Retail: Computer Software & Peripheral Equipment
PLXP,PLx Pharma Inc.,4.3196,3.953E7,Health Care,Major Pharmaceuticals
PLXS,Plexus Corp.,77.23,2.26E9,Technology,Electrical Products
PLYA,Playa Hotels & Resorts N.V.,7.92,1.02E9,Consumer Services,Hotels/Resorts
PMBC,Pacific Mercantile Bancorp,7.96,1.871E8,Finance,Major Banks
PMD,Psychemedics Corporation,9.0,4.965E7,Health Care,Medical Specialities
PMTS,CPI Card Group Inc.,0.9425,1.058E7,Finance,Finance Companies
PNBK,Patriot National Bancorp Inc.,12.82,5.032E7,Finance,Major Banks
PNFP,"Pinnacle Financial Partners, Inc.",64.03,4.9E9,Finance,Major Banks
PNRG,PrimeEnergy Resources Corporation,152.85,3.0652E8,Energy,Oil & Gas Production
PNTG,"The Pennant Group, Inc.",32.16,8.9555E8,Health Care,Medical/Nursing Services
POAI,Predictive Oncology Inc.,2.5291,9930000.0,Health Care,Industrial Specialties
PODD,Insulet Corporation,169.77,1.05E10,Health Care,Medical/Dental Instruments
POLA,"Polar Power, Inc.",2.58,2.617E7,Miscellaneous,Industrial Machinery/Components
POOL,Pool Corporation,213.81,8.560000000000001E9,Consumer Durables,Industrial Specialties
POPE,Pope Resources,92.5,4.0283E8,Consumer Non-Durables,Environmental Services
POWI,"Power Integrations, Inc.",99.91,2.94E9,Technology,Semiconductors
POWL,"Powell Industries, Inc.",48.4,5.6092E8,Consumer Durables,Electrical Products
PPBI,Pacific Premier Bancorp Inc,32.87,1.95E9,Finance,Major Banks
PPC,Pilgrim&#39;s Pride Corporation,32.18,8.029999999999999E9,Consumer Non-Durables,Meat/Poultry/Fish
PPHI,"Positive Physicians Holdings, Inc.",11.4,4.122E7,Finance,Property-Casualty Insurers
PPIH,"Perma-Pipe International Holdings, Inc.",9.22,7.415E7,Capital Goods,Pollution Control Equipment
PPSI,"Pioneer Power Solutions, Inc.",2.4,2.094E7,Consumer Durables,Electrical Products
PRAA,"PRA Group, Inc.",37.03,1.68E9,Finance,Finance: Consumer Services
PRAH,"PRA Health Sciences, Inc.",110.1,6.96E9,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRCP,"Perceptron, Inc.",5.77,5.593E7,Capital Goods,Electronic Components
PRFT,"Perficient, Inc.",46.36,1.51E9,Technology,EDP Services
PRGS,Progress Software Corporation,42.25,1.89E9,Technology,Computer Software: Prepackaged Software
PRGX,"PRGX Global, Inc.",4.75,1.0977E8,Consumer Services,Diversified Commercial Services
PRIM,Primoris Services Corporation,21.69,1.06E9,Basic Industries,Water Supply
PRMW,Primo Water Corporation,10.97,4.3041E8,Consumer Non-Durables,Food Distributors
PRNB,Principia Biopharma Inc.,55.61,1.82E9,Health Care,Major Pharmaceuticals
PROF,Profound Medical Corp.,10.59,1.2552E8,Health Care,Medical/Dental Instruments
PROV,"Provident Financial Holdings, Inc.",21.9,1.642E8,Finance,Savings Institutions
PRPH,"ProPhase Labs, Inc.",1.99,2.303E7,Health Care,Major Pharmaceuticals
PRPL,"Purple Innovation, Inc.",9.19,4.9528E8,Consumer Durables,Home Furnishings
PRPO,"Precipio, Inc.",1.99,1.479E7,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PRQR,ProQR Therapeutics N.V.,9.9,3.8524E8,Health Care,Major Pharmaceuticals
PRSC,The Providence Service Corporation,59.5,7.6752E8,Consumer Services,Transportation Services
PRTA,Prothena Corporation plc,15.63,6.2358E8,Health Care,Major Pharmaceuticals
PRTH,"Priority Technology Holdings, Inc.",2.68,1.7958E8,Miscellaneous,Business Services
PRTK,"Paratek Pharmaceuticals, Inc. ",3.99,1.3282E8,Health Care,Major Pharmaceuticals
PRTO,"Proteon Therapeutics, Inc.",0.4657,1.033E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRTS,"U.S. Auto Parts Network, Inc.",2.32,8.342E7,Consumer Services,Other Specialty Stores
PRVB,"Provention Bio, Inc.",14.51,6.9123E8,Health Care,Major Pharmaceuticals
PRVL,Prevail Therapeutics Inc.,16.23,5.5348E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PS,"Pluralsight, Inc.",17.0,2.39E9,Technology,"Computer Software: Programming, Data Processing"
PSMT,"PriceSmart, Inc.",69.495,2.12E9,Consumer Services,Department/Specialty Retail Stores
PSNL,"Personalis, Inc.",10.91,3.4076E8,Health Care,Medical Specialities
PSTI,"Pluristem Therapeutics, Inc.",3.845,6.041E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PSTV,"PLUS THERAPEUTICS, Inc.",2.65,9990000.0,Health Care,Medical/Dental Instruments
PT,Pintec Technology Holdings Limited,1.85,7.019E7,Technology,"Computer Software: Programming, Data Processing"
PTC,PTC Inc.,76.37,8.82E9,Technology,Computer Software: Prepackaged Software
PTCT,"PTC Therapeutics, Inc.",48.44,2.99E9,Health Care,Major Pharmaceuticals
PTE,"PolarityTE, Inc.",2.71,8.126E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTEN,"Patterson-UTI Energy, Inc.",10.49,2.04E9,Energy,Oil & Gas Production
PTGX,"Protagonist Therapeutics, Inc.",6.93,1.8854E8,Health Care,Major Pharmaceuticals
PTI,"Proteostasis Therapeutics, Inc.",2.18,1.1146E8,Health Care,Major Pharmaceuticals
PTLA,"Portola Pharmaceuticals, Inc.",23.6,1.84E9,Health Care,Major Pharmaceuticals
PTNR,Partner Communications Company Ltd.,4.35,7.1402E8,Public Utilities,Telecommunications Equipment
PTON,"Peloton Interactive, Inc.",29.74,8.34E9,Energy,Consumer Electronics/Appliances
PTSI,"P.A.M. Transportation Services, Inc.",57.39,3.3022E8,Transportation,Trucking Freight/Courier Services
PTVCA,Protective Insurance Corporation,15.75,2.2572E8,Finance,Property-Casualty Insurers
PTVCB,Protective Insurance Corporation,16.08,2.3045E8,Finance,Property-Casualty Insurers
PUB,People&#39;s Utah Bancorp,30.0,5.6568E8,Finance,Major Banks
PULM,"Pulmatrix, Inc.",1.62,3.239E7,Health Care,Major Pharmaceuticals
PUYI,Puyi Inc.,5.05,3.0459E8,Finance,Investment Managers
PVAC,Penn Virginia Corporation,30.19,4.5657E8,Energy,Oil & Gas Production
PVBC,"Provident Bancorp, Inc.",12.45,2.4258E8,Finance,Savings Institutions
PWFL,"PowerFleet, Inc.",6.51,1.8644E8,Capital Goods,Telecommunications Equipment
PWOD,"Penns Woods Bancorp, Inc.",35.36,2.4886E8,Finance,Major Banks
PXLW,"Pixelworks, Inc.",3.85,1.4754E8,Technology,Semiconductors
PXS,Pyxis Tankers Inc.,1.1401,2.436E7,Transportation,Marine Transportation
PYPL,"PayPal Holdings, Inc.",110.75,1.3003999999999998E11,Miscellaneous,Business Services
PZZA,"Papa John&#39;s International, Inc.",62.8,2.0099999999999998E9,Consumer Services,Restaurants
QADA,QAD Inc.,51.02,1.04E9,Technology,Computer Software: Prepackaged Software
QADB,QAD Inc.,38.0388,7.7412E8,Technology,Computer Software: Prepackaged Software
